,username,comment,reply,retweet,like,Sentimiento
225,Guillermo Lasso,Vamos a trabajar en conjunto para darle de comer a todas las personas que se encuentran en condición de pobreza. Con experiencia y capacidad lograremos construir un Guayaquil lleno de oportunidades.: Encuentro con @CynthiaViteri6.#LassoPresidente2021,56,154,672,1.0242594047035483e-06
226,Guillermo Lasso,"¡LA GRAN FIESTA DEL CAMBIO! Acompáñanos mañana en una caravana por Guayaquil con @jaimenebotsaadi, @CREOEcuador y @La6Ecuador . Te esperamos con tu familia, amigos y todos tus seres queridos en la 9 de Octubre.#LassoPresidente2021",121,248,689,0.019900408039233215
227,Guillermo Lasso,"¡SALGAMOS A VOTAR! Sigamos los protocolos y las recomendaciones, y juntos evitemos el sufrimiento de 4 años más del Socialismo del Siglo XXI. En estas elecciones, EL CAMBIO VIENE CON LA 21-6 . : Cierre de campaña en Cuenca.#LassoPresidente2021",96,370,1300,0.004043351114593274
228,Guillermo Lasso,"No dejes que otros decidan por ti, sal tú a decidir por tus hijos, tus nietos, tu familia y TU FUTURO. VOTAR POR LA ALIANZA 21-6 ES VOTAR POR UN ECUADOR DE OPORTUNIDADES . : Cierre de campaña en Cuenca.#LassoPresidente2021",85,399,1400,1.1141560469231691e-05
229,Guillermo Lasso,"¡GRAN CIERRE DE CAMPAÑA EN CUENCA! El 7 de febrero será un día histórico. Unidos empezaremos a construir un Ecuador con empleo, seguridad ciudadana, salud y educación, y oportunidades para todos. VOTA TODO 21-6 .#CapacidadParaCambiar #LassoPresidente2021",41,171,639,0.15227623418095843
230,Guillermo Lasso,"Que a las familias ecuatorianas nunca más les haga falta agua potable en sus hogares. Desde la Presidencia, LLEVAREMOS AGUA A TODO EL ECUADOR. #AguaParaEcuador #CapacidadParaCambiar#LassoPresidente2021",50,136,357,6.256533729998766e-06
231,Guillermo Lasso,"No experimentemos más con el Ecuador, no ensayemos con recetas fracasadas.Este 7 de febrero, VOTA POR LA CAPACIDAD PARA CAMBIAR .#LassoPresidente2021",89,342,100,0.0016621711366680524
232,Guillermo Lasso,¡RESCATAREMOS AL ECUADOR! #CapacidadParaCambiar #LassoPresidente2021,96,203,675,0.3996580091506196
233,Guillermo Lasso,¡ESTAMOS EN VIVO! Nos pueden acompañar en este recorrido con @La6Ecuador desde mi Facebook .Les comparto el link: https://facebook.com/LassoGuillermo/videos/714373272807170…Un abrazo a todos los manabitas.#CapacidadParaCambiar#LassoPresidente2021,30,59,208,0.011748245097754165
234,Guillermo Lasso,¡AHORA! Estamos recorriendo la maravillosa ciudad de Manta con @La6Ecuador . Muchas gracias por su cariño y apoyo en este gran visita por Manabí. EL CAMBIO YA LLEGA .#CapacidadParaCambiar #LassoPresidente2021,68,206,938,0.005014959862143739
235,Guillermo Lasso,Los dos objetivos prioritarios de mi gobierno serán: Plan de Vacunación y MANO DE HIERRO para luchar contra la delincuencia.#CapacidadParaCambiar#LassoPresidente2021,68,216,694,0.0029896193712529084
236,Guillermo Lasso,HAY QUE ATRAER LA INVERSIÓN .Tenemos la capacidad de establecer alianzas público - privadas que nos permitirán dar solvencia al Estado y generar confianza local e internacional para poder reactivar la economía. : Rueda de Prensa en Portoviejo. #LassoPresidente2021,43,162,572,4.2368799951450694e-05
237,Guillermo Lasso,"Mis propuestas para Manabí: Créditos a 30 años plazo y al 1% de interés, junto con obras de infraestructura en proyectos vecinales para el agro. Además, impulsaremos programas de agua potable y electricidad. : Rueda de Prensa en Portoviejo. #LassoPresidente2021",166,314,1100,0.33062686045652423
238,Guillermo Lasso,"MANABÍ TENDRÁ AUTONOMÍA Y PROSPERIDAD. Los manabitas podrán asumir las competencias del agua y la electricidad, junto con la administración del puerto de Manta y el aeropuerto a través de una JUNTA CÍVICA.: Rueda de Prensa en Portoviejo.#LassoPresidente2021",50,206,670,0.9571227590800888
239,Santi Lasso - Saxalo,"El presidente de Argentina deja colgado a #DesdolArauz con las vacunas. MENTIRA AL DESCUBIERTO en campaña.¿Se acuerdan de la inversión de Tesla en Yachay en 2017? ¿No? Exacto, no existió. También fue mentira en plena campaña.#BucArauz es el #NuevoMoreno por donde se lo vea.",86,923,1900,0.00019046321224649963
240,Guillermo Lasso,"Chone y Manabí apoyan a los candidatos de @CREOEcuador, el aumento del salario básico hasta $500, la vacunación a 9 millones de ecuatorianos y el CAMBIO.Con @TanllyVera y todos los #AsambleístasDelCAMBIO vamos por la prosperidad de los manabitas.#LassoPresidente2021",60,201,709,0.006425546345097009
241,Guillermo Lasso,"Con miras al 7 de febrero, en breve tendremos una entrevista con @soyfdelrincon en el programa #Conclusiones de @CNNEE. Los espero a las 22h00.#CapacidadParaCambiar #LassoPresidente2021",47,148,560,0.18986871297226882
242,Guillermo Lasso,¡La futura Primera Dama del Ecuador! ,763,898,700,0.538953766555105
243,Guillermo Lasso,"En tus manos está la capacidad de implementar un sistema de salud gratuito y de calidad en todo el Ecuador. Este 7 de febrero, juntos tenemos la #CapacidadParaCambiar votando por la alianza 21-6.#ElCambioEstáEnTusManos #LassoPresidente2021",59,185,602,0.2197028928222093
244,Guillermo Lasso,"Los subsidios SON PARA LOS POBRES. No son para los ricos, ni para el narcotráfico, ni para el contrabando. #CapacidadParaCambiar #LassoPresidente2021",68,239,714,8.411845974853001e-05
245,Guillermo Lasso,"En 6 días tenemos una responsabilidad histórica: VOTAR POR LA CAPACIDAD PARA CAMBIAR . En estas elecciones, #ElCambioEstáEnTusManos .#LassoPresidente2021",138,574,2100,0.0069634036958787495
246,Guillermo Lasso,"Las 4 claves de mi Plan de Gobierno: fortalecer la dolarización, luchar contra la delincuencia, aumentar el salario básico hasta $500 y vacunar a 9 millones de ecuatorianos en 100 días.#CapacidadParaCambiar#LassoPresidente2021",134,464,1200,0.019689309287296897
247,Guillermo Lasso,"Desde la Presidencia, trabajaremos con todas las prefecturas. En Guayas, junto a @6SusanaGonzalez, lucharemos por modernizar la red vial, reactivar la economía e impulsar el desarrollo provincial.#LassoPresidente2021",70,184,757,0.9958266932497253
248,Guillermo Lasso,El primer deber del Estado es proteger la vida de los ciudadanos. Por eso daremos todo nuestro respaldo a las fuerzas públicas del Ecuador. #CapacidadParaCambiar #LassoPresidente2021,63,205,601,0.0004594611971850643
249,Guillermo Lasso,"En tus manos, tienes la capacidad de cambiar el futuro del emprendimiento.Construiremos un país con LIBERTAD PARA EMPRENDER, donde los negocios crezcan y generen más y mejores oportunidades laborales para las mujeres, los jóvenes y todos los ecuatorianos.#LassoPresidente2021",83,252,694,0.007376075300521341
